Time,Month,ClimateRegionName,ClimateRegionIndex,NumSites,Precipitation,AirTemp,PET,avgCWD,avgAET,AvgTotalNPP_C,AvgHeteroRespiration,AvgSoilRespiration,avgNEE,Ndep,StreamN,meanSoilWaterContent,SoilWaterContent,AnaerobicEffect,
20, 6, eco1, 1, 1, 7.3, 24.7, 14.4, 8.7, 5.7, 1.18, 2.92, 2.48, 1.74, 0.2, 0.01, 0.44, 2.35, 1, 
30, 7, eco1, 1, 1, 12.1, 25.4, 15.4, 5.7, 9.6, 5.91, 6.9, 6.62, 1, 0.21, 0.02, 0.57, 2.35, 1, 
30, 8, eco1, 1, 1, 15.2, 24.3, 13.5, 1.8, 11.7, 35.96, 16.22, 21.82, -19.73, 0.21, 0.04, 0.73, 2.35, 1, 
30, 9, eco1, 1, 1, 14.5, 21.3, 9.7, 0, 9.7, 81.77, 30.61, 45.28, -51.15, 0.21, 0.05, 0.8, 3.01, 1, 
30, 10, eco1, 1, 1, 4.1, 13.8, 4.5, 1, 3.6, 8.84, 4.05, 5.41, -4.79, 0.2, 0, 0.38, 2.35, 1, 
30, 11, eco1, 1, 1, 7.9, 8, 1.7, 0, 1.7, 78.9, 16.75, 33.93, -62.15, 0.2, 0.01, 0.72, 4.76, 0.81, 
30, 12, eco1, 1, 1, 10.3, 6.9, 1.3, 0, 1.3, 0, 11.77, 6.7, 11.77, 0.21, 0.02, 0.98, 5.06, 0.3, 
30, 1, eco1, 1, 1, 3.9, 3.7, 0.5, 0, 0.5, 0, 9.73, 5.6, 9.73, 0.2, 0.01, 0.57, 4.28, 0.31, 
30, 2, eco1, 1, 1, 7.3, 7.6, 1.6, 0, 1.6, 0, 14.5, 9.34, 14.5, 0.2, 0.03, 0.86, 5.06, 0.58, 
30, 3, eco1, 1, 1, 10.2, 10.5, 3.1, 0, 3.1, 0, 20, 13.97, 20, 0.21, 0.06, 0.95, 5.06, 0.85, 
30, 4, eco1, 1, 1, 11.1, 14.5, 5.6, 0, 5.6, 66.56, 27.06, 38.7, -39.5, 0.21, 0.06, 0.95, 5.06, 1, 
30, 5, eco1, 1, 1, 7, 19, 9.5, 2.3, 7.2, 26.85, 9.44, 14.59, -17.41, 0.2, 0.02, 0.57, 2.35, 1, 
30, 6, eco1, 1, 1, 6.3, 25.4, 15.2, 10.3, 4.9, 1.19, 3.04, 2.55, 1.86, 0.2, 0.01, 0.41, 2.35, 1, 
40, 7, eco1, 1, 1, 14.7, 25.5, 15.4, 3.9, 11.6, 17.79, 10.76, 13.21, -7.03, 0.21, 0.02, 0.66, 2.35, 1, 
40, 8, eco1, 1, 1, 18.4, 25.2, 14.2, 0.4, 13.8, 45.2, 27.22, 33.34, -17.99, 0.22, 0.06, 0.87, 2.35, 1, 
40, 9, eco1, 1, 1, 22.9, 24.4, 12, 0, 12, 37.79, 49.71, 48.47, 11.92, 0.22, 0.17, 1.28, 5.06, 1, 
40, 10, eco1, 1, 1, 16.2, 16.4, 5.7, 0, 5.7, 43.9, 30.39, 35.24, -13.5, 0.21, 0.1, 1.2, 5.06, 0.93, 
40, 11, eco1, 1, 1, 18.7, 7.8, 1.4, 0, 1.4, 83.67, 12.25, 31.71, -71.42, 0.22, 0.03, 1.41, 5.06, 0.3, 
40, 12, eco1, 1, 1, 18.5, 6.3, 1, 0, 1, 0, 11.5, 7.23, 11.5, 0.22, 0.05, 1.41, 5.06, 0.3, 
40, 1, eco1, 1, 1, 8.9, 1.7, 0.1, 0, 0.1, 0, 13.24, 9.96, 13.24, 0.2, 0.02, 0.71, 5.06, 1, 
40, 2, eco1, 1, 1, 8.6, 10.4, 2.4, 0, 2.4, 0, 17.71, 12.09, 17.71, 0.2, 0.07, 1.1, 5.06, 0.57, 
40, 3, eco1, 1, 1, 10.5, 7.6, 1.7, 0, 1.7, 0, 13.8, 9.11, 13.8, 0.21, 0.06, 1, 5.06, 0.45, 
40, 4, eco1, 1, 1, 13.7, 13.5, 4.7, 0, 4.7, 64.85, 25.98, 37.85, -38.87, 0.21, 0.1, 1.1, 5.06, 0.91, 
40, 5, eco1, 1, 1, 15.8, 22.7, 12.5, 0, 12.5, 84.28, 36.11, 51.51, -48.16, 0.21, 0.1, 0.95, 3.18, 1, 
40, 6, eco1, 1, 1, 7.2, 25.1, 14.8, 8.6, 6.1, 1.19, 4.5, 3.78, 3.31, 0.2, 0.01, 0.48, 2.35, 1, 
50, 7, eco1, 1, 1, 16.9, 26.5, 16.5, 3.3, 13.2, 26.17, 18.97, 21.35, -7.2, 0.22, 0.04, 0.75, 2.35, 1, 
50, 8, eco1, 1, 1, 10.5, 24.9, 14, 5.7, 8.3, 2.41, 8.01, 6.52, 5.6, 0.21, 0.02, 0.53, 2.35, 1, 
50, 9, eco1, 1, 1, 8.1, 21.3, 9.7, 3.3, 6.4, 3.96, 6.92, 6.12, 2.97, 0.2, 0.01, 0.46, 2.35, 1, 
50, 10, eco1, 1, 1, 8.8, 13.8, 4.4, 0, 4.4, 99.21, 35.42, 53.55, -63.78, 0.2, 0.04, 0.65, 3.56, 1, 
50, 11, eco1, 1, 1, 13.7, 11, 2.7, 0, 2.7, 92.05, 25.86, 43.53, -66.19, 0.21, 0.06, 1.06, 5.06, 0.69, 
50, 12, eco1, 1, 1, 10, 4.6, 0.6, 0, 0.6, 0, 13.72, 7.86, 13.72, 0.2, 0.02, 0.77, 5.06, 0.3, 
50, 1, eco1, 1, 1, 12.9, 3.2, 0.4, 0, 0.4, 0, 12.6, 7.24, 12.6, 0.21, 0.04, 0.91, 5.06, 0.3, 
50, 2, eco1, 1, 1, 7.9, 7.1, 1.4, 0, 1.4, 0, 15.93, 9.17, 15.93, 0.2, 0.08, 1.21, 5.06, 0.3, 
50, 3, eco1, 1, 1, 10.9, 11.5, 3.5, 0, 3.5, 0, 28.97, 20.33, 28.97, 0.21, 0.09, 1.03, 5.06, 0.84, 
50, 4, eco1, 1, 1, 8.7, 14.9, 5.7, 0, 5.7, 67.22, 37.76, 46.87, -29.46, 0.2, 0.07, 0.77, 3.96, 1, 
50, 5, eco1, 1, 1, 13.1, 20.5, 10.6, 0, 10.6, 63.51, 32.1, 41.88, -31.41, 0.21, 0.07, 0.77, 2.59, 1, 
50, 6, eco1, 1, 1, 4.5, 24.3, 14, 10.4, 3.6, 1.18, 3.25, 2.74, 2.06, 0.2, 0.01, 0.37, 2.35, 1, 
60, 7, eco1, 1, 1, 16.9, 26.5, 16.5, 3.3, 13.2, 26.1, 21.51, 23.3, -4.59, 0.22, 0.05, 0.75, 2.35, 1, 
60, 8, eco1, 1, 1, 10.5, 24.9, 14, 5.7, 8.3, 2.35, 9.06, 7.32, 6.71, 0.21, 0.02, 0.53, 2.35, 1, 
60, 9, eco1, 1, 1, 8.1, 21.3, 9.7, 3.3, 6.4, 3.89, 7.83, 6.8, 3.94, 0.2, 0.01, 0.46, 2.35, 1, 
60, 10, eco1, 1, 1, 8.8, 13.8, 4.4, 0, 4.4, 98.94, 40.02, 56.97, -58.91, 0.2, 0.04, 0.65, 3.56, 1, 
60, 11, eco1, 1, 1, 13.7, 11, 2.7, 0, 2.7, 91.8, 29.08, 45.76, -62.71, 0.21, 0.07, 1.06, 5.06, 0.69, 
60, 12, eco1, 1, 1, 10, 4.6, 0.6, 0, 0.6, 0, 15.3, 8.85, 15.3, 0.2, 0.02, 0.77, 5.06, 0.3, 
60, 1, eco1, 1, 1, 12.9, 3.2, 0.4, 0, 0.4, 0, 14.06, 8.15, 14.06, 0.21, 0.04, 0.91, 5.06, 0.3, 
60, 2, eco1, 1, 1, 7.9, 7.1, 1.4, 0, 1.4, 0, 17.78, 10.32, 17.78, 0.2, 0.09, 1.21, 5.06, 0.3, 
60, 3, eco1, 1, 1, 10.9, 11.5, 3.5, 0, 3.5, 0, 32.59, 23.05, 32.59, 0.21, 0.11, 1.03, 5.06, 0.84, 
60, 4, eco1, 1, 1, 8.7, 14.9, 5.7, 0, 5.7, 67.22, 42.56, 50.6, -24.66, 0.2, 0.08, 0.77, 3.96, 1, 
60, 5, eco1, 1, 1, 13.1, 20.5, 10.6, 0, 10.6, 63.34, 36.19, 45.04, -27.15, 0.21, 0.08, 0.77, 2.59, 1, 
60, 6, eco1, 1, 1, 4.5, 24.3, 14, 10.4, 3.6, 1.18, 3.66, 3.07, 2.48, 0.2, 0.01, 0.37, 2.35, 1, 
70, 7, eco1, 1, 1, 16.9, 26.5, 16.5, 3.3, 13.2, 26.04, 23.35, 24.73, -2.69, 0.22, 0.06, 0.75, 2.35, 1, 
70, 8, eco1, 1, 1, 10.5, 24.9, 14, 5.7, 8.3, 2.35, 9.84, 7.92, 7.49, 0.21, 0.02, 0.53, 2.35, 1, 
70, 9, eco1, 1, 1, 8.1, 21.3, 9.7, 3.3, 6.4, 3.89, 8.5, 7.32, 4.61, 0.2, 0.01, 0.46, 2.35, 1, 
70, 10, eco1, 1, 1, 8.8, 13.8, 4.4, 0, 4.4, 98.73, 43.35, 59.48, -55.38, 0.2, 0.05, 0.65, 3.56, 1, 
70, 11, eco1, 1, 1, 13.7, 11, 2.7, 0, 2.7, 91.6, 31.39, 47.38, -60.22, 0.21, 0.08, 1.06, 5.06, 0.69, 
70, 12, eco1, 1, 1, 10, 4.6, 0.6, 0, 0.6, 0, 16.41, 9.54, 16.41, 0.2, 0.02, 0.77, 5.06, 0.3, 
70, 1, eco1, 1, 1, 12.9, 3.2, 0.4, 0, 0.4, 0, 15.08, 8.79, 15.08, 0.21, 0.04, 0.91, 5.06, 0.3, 
70, 2, eco1, 1, 1, 7.9, 7.1, 1.4, 0, 1.4, 0, 19.08, 11.13, 19.08, 0.2, 0.1, 1.21, 5.06, 0.3, 
70, 3, eco1, 1, 1, 10.9, 11.5, 3.5, 0, 3.5, 0, 35.2, 25.04, 35.2, 0.21, 0.12, 1.03, 5.06, 0.84, 
70, 4, eco1, 1, 1, 8.7, 14.9, 5.7, 0, 5.7, 67.22, 46.03, 53.35, -21.18, 0.2, 0.09, 0.77, 3.96, 1, 
70, 5, eco1, 1, 1, 13.1, 20.5, 10.6, 0, 10.6, 63.21, 39.16, 47.37, -24.05, 0.21, 0.09, 0.77, 2.59, 1, 
70, 6, eco1, 1, 1, 4.5, 24.3, 14, 10.4, 3.6, 1.18, 3.96, 3.3, 2.79, 0.2, 0.01, 0.37, 2.35, 1, 
80, 7, eco1, 1, 1, 16.9, 26.5, 16.5, 3.3, 13.2, 26, 24.68, 25.78, -1.32, 0.22, 0.07, 0.75, 2.35, 1, 
80, 8, eco1, 1, 1, 10.5, 24.9, 14, 5.7, 8.3, 2.35, 10.4, 8.37, 8.05, 0.21, 0.02, 0.53, 2.35, 1, 
80, 9, eco1, 1, 1, 8.1, 21.3, 9.7, 3.3, 6.4, 3.89, 8.99, 7.7, 5.1, 0.2, 0.02, 0.46, 2.35, 1, 
80, 10, eco1, 1, 1, 8.8, 13.8, 4.4, 0, 4.4, 98.58, 45.76, 61.33, -52.83, 0.2, 0.06, 0.65, 3.56, 1, 
80, 11, eco1, 1, 1, 13.7, 11, 2.7, 0, 2.7, 91.47, 33.04, 48.57, -58.43, 0.21, 0.09, 1.06, 5.06, 0.69, 
80, 12, eco1, 1, 1, 10, 4.6, 0.6, 0, 0.6, 0, 17.19, 10.04, 17.19, 0.2, 0.03, 0.77, 5.06, 0.3, 
80, 1, eco1, 1, 1, 12.9, 3.2, 0.4, 0, 0.4, 0, 15.79, 9.25, 15.79, 0.21, 0.05, 0.91, 5.06, 0.3, 
80, 2, eco1, 1, 1, 7.9, 7.1, 1.4, 0, 1.4, 0, 19.98, 11.71, 19.98, 0.2, 0.1, 1.21, 5.06, 0.3, 
80, 3, eco1, 1, 1, 10.9, 11.5, 3.5, 0, 3.5, 0, 37.08, 26.5, 37.08, 0.21, 0.14, 1.03, 5.06, 0.84, 
80, 4, eco1, 1, 1, 8.7, 14.9, 5.7, 0, 5.7, 67.21, 48.55, 55.38, -18.66, 0.2, 0.1, 0.77, 3.96, 1, 
80, 5, eco1, 1, 1, 13.1, 20.5, 10.6, 0, 10.6, 63.11, 41.31, 49.08, -21.8, 0.21, 0.11, 0.77, 2.59, 1, 
80, 6, eco1, 1, 1, 4.5, 24.3, 14, 10.4, 3.6, 1.17, 4.18, 3.48, 3.01, 0.2, 0.01, 0.37, 2.35, 1, 
90, 7, eco1, 1, 1, 16.9, 26.5, 16.5, 3.3, 13.2, 25.97, 25.64, 26.55, -0.33, 0.22, 0.08, 0.75, 2.35, 1, 
90, 8, eco1, 1, 1, 10.5, 24.9, 14, 5.7, 8.3, 2.35, 10.81, 8.7, 8.46, 0.21, 0.03, 0.53, 2.35, 1, 
90, 9, eco1, 1, 1, 8.1, 21.3, 9.7, 3.3, 6.4, 3.88, 9.34, 7.98, 5.45, 0.2, 0.02, 0.46, 2.35, 1, 
90, 10, eco1, 1, 1, 8.8, 13.8, 4.4, 0, 4.4, 98.48, 47.48, 62.68, -51, 0.2, 0.07, 0.65, 3.56, 1, 
90, 11, eco1, 1, 1, 13.7, 11, 2.7, 0, 2.7, 91.37, 34.22, 49.43, -57.16, 0.21, 0.1, 1.06, 5.06, 0.69, 
90, 12, eco1, 1, 1, 10, 4.6, 0.6, 0, 0.6, 0, 17.73, 10.39, 17.73, 0.2, 0.03, 0.77, 5.06, 0.3, 
90, 1, eco1, 1, 1, 12.9, 3.2, 0.4, 0, 0.4, 0, 16.29, 9.57, 16.29, 0.21, 0.05, 0.91, 5.06, 0.3, 
90, 2, eco1, 1, 1, 7.9, 7.1, 1.4, 0, 1.4, 0, 20.62, 12.12, 20.62, 0.2, 0.11, 1.21, 5.06, 0.3, 
90, 3, eco1, 1, 1, 10.9, 11.5, 3.5, 0, 3.5, 0, 38.42, 27.56, 38.42, 0.21, 0.15, 1.03, 5.06, 0.84, 
90, 4, eco1, 1, 1, 8.7, 14.9, 5.7, 0, 5.7, 67.21, 50.36, 56.85, -16.85, 0.2, 0.11, 0.77, 3.96, 1, 
90, 5, eco1, 1, 1, 13.1, 20.5, 10.6, 0, 10.6, 63.05, 42.86, 50.33, -20.19, 0.21, 0.12, 0.77, 2.59, 1, 
90, 6, eco1, 1, 1, 4.5, 24.3, 14, 10.4, 3.6, 1.17, 4.34, 3.61, 3.17, 0.2, 0.01, 0.37, 2.35, 1, 
100, 7, eco1, 1, 1, 16.9, 26.5, 16.5, 3.3, 13.2, 25.95, 26.32, 27.11, 0.37, 0.22, 0.09, 0.75, 2.35, 1, 
100, 8, eco1, 1, 1, 10.5, 24.9, 14, 5.7, 8.3, 2.35, 11.1, 8.94, 8.75, 0.21, 0.03, 0.53, 2.35, 1, 
100, 9, eco1, 1, 1, 8.1, 21.3, 9.7, 3.3, 6.4, 3.88, 9.58, 8.18, 5.71, 0.2, 0.02, 0.46, 2.35, 1, 
100, 10, eco1, 1, 1, 8.8, 13.8, 4.4, 0, 4.4, 98.41, 48.71, 63.65, -49.7, 0.2, 0.07, 0.65, 3.56, 1, 
100, 11, eco1, 1, 1, 13.7, 11, 2.7, 0, 2.7, 91.31, 35.05, 50.05, -56.26, 0.21, 0.11, 1.06, 5.06, 0.69, 
100, 12, eco1, 1, 1, 10, 4.6, 0.6, 0, 0.6, 0, 18.11, 10.64, 18.11, 0.2, 0.03, 0.77, 5.06, 0.3, 
100, 1, eco1, 1, 1, 12.9, 3.2, 0.4, 0, 0.4, 0, 16.64, 9.8, 16.64, 0.21, 0.06, 0.91, 5.06, 0.3, 
100, 2, eco1, 1, 1, 7.9, 7.1, 1.4, 0, 1.4, 0, 21.06, 12.41, 21.06, 0.2, 0.12, 1.21, 5.06, 0.3, 
100, 3, eco1, 1, 1, 10.9, 11.5, 3.5, 0, 3.5, 0, 39.37, 28.32, 39.37, 0.21, 0.16, 1.03, 5.06, 0.84, 
100, 4, eco1, 1, 1, 8.7, 14.9, 5.7, 0, 5.7, 67.21, 51.64, 57.91, -15.57, 0.2, 0.12, 0.77, 3.96, 1, 
100, 5, eco1, 1, 1, 13.1, 20.5, 10.6, 0, 10.6, 63, 43.96, 51.23, -19.04, 0.21, 0.13, 0.77, 2.59, 1, 
100, 6, eco1, 1, 1, 4.5, 24.3, 14, 10.4, 3.6, 1.16, 4.45, 3.7, 3.29, 0.2, 0.01, 0.37, 2.35, 1, 
